_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5d116b0df9af8b6a29dc47f3,"[{'userID': 1133, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Sat, 08 Jun 2019 17:54:51 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 08 Jun 2019 18:54:39 GMT', 'kWhRequested': 8.0}]",000001133,2_39_131_30_2019-06-08 17:54:38.688264,2-39-131-30,CA-305,0002,0039,"Sat, 08 Jun 2019 17:54:39 GMT","Sat, 08 Jun 2019 18:43:07 GMT",5.531,"Sat, 08 Jun 2019 18:43:02 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f4,"[{'userID': 291, 'milesRequested': 120, 'WhPerMile': 250, 'minutesAvailable': 436, 'modifiedAt': 'Sat, 08 Jun 2019 18:39:35 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 01:55:33 GMT', 'kWhRequested': 30.0}, {'userID': 291, 'milesRequested': 120, 'WhPerMile': 250, 'minutesAvailable': 436, 'modifiedAt': 'Sat, 08 Jun 2019 21:15:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 01:55:33 GMT', 'kWhRequested': 30.0}]",000000291,2_39_125_21_2019-06-08 18:39:33.510121,2-39-125-21,CA-311,0002,0039,"Sat, 08 Jun 2019 18:39:33 GMT","Sat, 08 Jun 2019 21:16:24 GMT",17.841,"Sat, 08 Jun 2019 21:15:52 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f5,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 300, 'minutesAvailable': 310, 'modifiedAt': 'Sat, 08 Jun 2019 19:03:23 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 00:07:54 GMT', 'kWhRequested': 6.0}]",000000891,2_39_131_30_2019-06-08 18:57:53.529106,2-39-131-30,CA-305,0002,0039,"Sat, 08 Jun 2019 18:57:54 GMT","Sat, 08 Jun 2019 20:38:31 GMT",2.866,"Sat, 08 Jun 2019 20:01:16 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f6,"[{'userID': 1214, 'milesRequested': 160, 'WhPerMile': 250, 'minutesAvailable': 193, 'modifiedAt': 'Sat, 08 Jun 2019 20:55:06 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 00:04:34 GMT', 'kWhRequested': 40.0}]",000001214,2_39_95_27_2019-06-08 20:51:33.959304,2-39-95-27,CA-319,0002,0039,"Sat, 08 Jun 2019 20:51:34 GMT","Sat, 08 Jun 2019 22:44:38 GMT",12.596,"Sat, 08 Jun 2019 22:44:26 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f7,,,2_39_131_30_2019-06-08 23:02:52.452534,2-39-131-30,CA-305,0002,0039,"Sat, 08 Jun 2019 23:02:52 GMT","Sun, 09 Jun 2019 00:02:11 GMT",0.927,"Sat, 08 Jun 2019 23:33:12 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f8,"[{'userID': 1746, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 66, 'modifiedAt': 'Sat, 08 Jun 2019 23:13:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 00:18:37 GMT', 'kWhRequested': 12.0}, {'userID': 1746, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 66, 'modifiedAt': 'Sun, 09 Jun 2019 01:11:33 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 00:18:37 GMT', 'kWhRequested': 12.0}]",000001746,2_39_95_27_2019-06-08 23:12:37.152585,2-39-95-27,CA-319,0002,0039,"Sat, 08 Jun 2019 23:12:37 GMT","Sun, 09 Jun 2019 01:11:53 GMT",3.21,"Sun, 09 Jun 2019 00:17:02 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47f9,"[{'userID': 1202, 'milesRequested': 40, 'WhPerMile': 375, 'minutesAvailable': 155, 'modifiedAt': 'Sat, 08 Jun 2019 23:14:02 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 01:48:47 GMT', 'kWhRequested': 15.0}]",000001202,2_39_139_28_2019-06-08 23:13:46.627505,2-39-139-28,CA-303,0002,0039,"Sat, 08 Jun 2019 23:13:47 GMT","Sun, 09 Jun 2019 03:24:05 GMT",11.68,"Sun, 09 Jun 2019 02:54:58 GMT",America/Los_Angeles
5d116b0df9af8b6a29dc47fa,"[{'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 493, 'modifiedAt': 'Sun, 09 Jun 2019 00:25:41 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 08:34:46 GMT', 'kWhRequested': 12.0}, {'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 134, 'modifiedAt': 'Sun, 09 Jun 2019 00:25:56 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 02:35:46 GMT', 'kWhRequested': 12.0}, {'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 72, 'modifiedAt': 'Sun, 09 Jun 2019 00:26:11 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 01:33:46 GMT', 'kWhRequested': 12.0}]",000001366,2_39_129_17_2019-06-09 00:21:45.752479,2-39-129-17,CA-307,0002,0039,"Sun, 09 Jun 2019 00:21:46 GMT","Sun, 09 Jun 2019 01:08:12 GMT",2.527,"Sun, 09 Jun 2019 01:08:07 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecf9,"[{'userID': 2290, 'milesRequested': 100, 'WhPerMile': 600, 'minutesAvailable': 237, 'modifiedAt': 'Sun, 09 Jun 2019 15:39:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 19:35:37 GMT', 'kWhRequested': 60.0}]",000002290,2_39_139_28_2019-06-09 15:38:37.214155,2-39-139-28,CA-303,0002,0039,"Sun, 09 Jun 2019 15:38:37 GMT","Sun, 09 Jun 2019 18:47:27 GMT",13.409,"Sun, 09 Jun 2019 17:49:38 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecfa,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 89, 'modifiedAt': 'Sun, 09 Jun 2019 16:15:04 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 17:39:44 GMT', 'kWhRequested': 8.0}]",000000743,2_39_89_25_2019-06-09 16:10:43.922380,2-39-89-25,CA-315,0002,0039,"Sun, 09 Jun 2019 16:10:44 GMT","Sun, 09 Jun 2019 17:44:17 GMT",4.279,"Sun, 09 Jun 2019 17:35:54 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecfb,,,2_39_131_30_2019-06-09 18:22:09.928039,2-39-131-30,CA-305,0002,0039,"Sun, 09 Jun 2019 18:22:10 GMT","Sun, 09 Jun 2019 21:52:40 GMT",0.957,"Sun, 09 Jun 2019 18:52:46 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecfc,"[{'userID': 248, 'milesRequested': 90, 'WhPerMile': 250, 'minutesAvailable': 200, 'modifiedAt': 'Sun, 09 Jun 2019 20:12:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 23:31:40 GMT', 'kWhRequested': 22.5}]",000000248,2_39_79_377_2019-06-09 20:11:40.113030,2-39-79-377,CA-325,0002,0039,"Sun, 09 Jun 2019 20:11:40 GMT","Sun, 09 Jun 2019 23:32:39 GMT",22.257,"Sun, 09 Jun 2019 23:32:30 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecfd,"[{'userID': 710, 'milesRequested': 110, 'WhPerMile': 261, 'minutesAvailable': 169, 'modifiedAt': 'Sun, 09 Jun 2019 22:25:29 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 01:14:30 GMT', 'kWhRequested': 28.71}, {'userID': 710, 'milesRequested': 110, 'WhPerMile': 261, 'minutesAvailable': 169, 'modifiedAt': 'Sun, 09 Jun 2019 22:25:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 01:14:30 GMT', 'kWhRequested': 28.71}]",000000710,2_39_139_28_2019-06-09 22:25:28.059696,2-39-139-28,CA-303,0002,0039,"Sun, 09 Jun 2019 22:25:30 GMT","Mon, 10 Jun 2019 00:10:43 GMT",11.764,"Mon, 10 Jun 2019 00:10:38 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecfe,"[{'userID': 243, 'milesRequested': 110, 'WhPerMile': 200, 'minutesAvailable': 88, 'modifiedAt': 'Sun, 09 Jun 2019 22:54:54 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 00:22:47 GMT', 'kWhRequested': 22.0}, {'userID': 243, 'milesRequested': 110, 'WhPerMile': 200, 'minutesAvailable': 61, 'modifiedAt': 'Sun, 09 Jun 2019 22:55:06 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 09 Jun 2019 23:55:47 GMT', 'kWhRequested': 22.0}, {'userID': 243, 'milesRequested': 110, 'WhPerMile': 200, 'minutesAvailable': 72, 'modifiedAt': 'Sun, 09 Jun 2019 22:55:13 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 00:06:47 GMT', 'kWhRequested': 22.0}]",000000243,2_39_125_21_2019-06-09 22:54:47.217067,2-39-125-21,CA-311,0002,0039,"Sun, 09 Jun 2019 22:54:47 GMT","Sun, 09 Jun 2019 23:21:55 GMT",2.945,"Sun, 09 Jun 2019 23:21:50 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfecff,"[{'userID': 1161, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 136, 'modifiedAt': 'Mon, 10 Jun 2019 00:01:17 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 02:17:08 GMT', 'kWhRequested': 16.0}]",000001161,2_39_131_30_2019-06-10 00:01:08.018330,2-39-131-30,CA-305,0002,0039,"Mon, 10 Jun 2019 00:01:08 GMT","Mon, 10 Jun 2019 01:22:03 GMT",4.406,"Mon, 10 Jun 2019 01:21:59 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfed00,"[{'userID': 1202, 'milesRequested': 40, 'WhPerMile': 375, 'minutesAvailable': 155, 'modifiedAt': 'Mon, 10 Jun 2019 01:33:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 04:08:40 GMT', 'kWhRequested': 15.0}]",000001202,2_39_139_28_2019-06-10 01:33:39.829561,2-39-139-28,CA-303,0002,0039,"Mon, 10 Jun 2019 01:33:40 GMT","Mon, 10 Jun 2019 08:57:07 GMT",11.9,"Mon, 10 Jun 2019 05:18:09 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfed01,"[{'userID': 1214, 'milesRequested': 160, 'WhPerMile': 250, 'minutesAvailable': 193, 'modifiedAt': 'Mon, 10 Jun 2019 02:42:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 05:54:36 GMT', 'kWhRequested': 40.0}]",000001214,2_39_79_377_2019-06-10 02:41:35.615545,2-39-79-377,CA-325,0002,0039,"Mon, 10 Jun 2019 02:41:36 GMT","Mon, 10 Jun 2019 05:00:22 GMT",15.525,"Mon, 10 Jun 2019 05:00:14 GMT",America/Los_Angeles
5d12bc8ef9af8b6deebfed02,"[{'userID': 1286, 'milesRequested': 300, 'WhPerMile': 250, 'minutesAvailable': 392, 'modifiedAt': 'Mon, 10 Jun 2019 04:28:41 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 10:58:44 GMT', 'kWhRequested': 75.0}]",000001286,2_39_79_381_2019-06-10 04:26:44.508131,2-39-79-381,CA-490,0002,0039,"Mon, 10 Jun 2019 04:26:44 GMT","Mon, 10 Jun 2019 14:43:55 GMT",60.401,"Mon, 10 Jun 2019 13:54:48 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd09,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 68, 'modifiedAt': 'Mon, 10 Jun 2019 13:04:49 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 14:12:33 GMT', 'kWhRequested': 8.0}]",000000743,2_39_89_439_2019-06-10 13:04:33.121239,2-39-89-439,CA-501,0002,0039,"Mon, 10 Jun 2019 13:04:33 GMT","Mon, 10 Jun 2019 14:18:50 GMT",3.868,"Mon, 10 Jun 2019 14:18:46 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0a,"[{'userID': 560, 'milesRequested': 80, 'WhPerMile': 273, 'minutesAvailable': 265, 'modifiedAt': 'Mon, 10 Jun 2019 13:34:24 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 17:59:14 GMT', 'kWhRequested': 21.84}]",000000560,2_39_125_21_2019-06-10 13:34:13.721250,2-39-125-21,CA-311,0002,0039,"Mon, 10 Jun 2019 13:34:14 GMT","Mon, 10 Jun 2019 21:58:27 GMT",18.628,"Mon, 10 Jun 2019 17:18:07 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0b,"[{'userID': 710, 'milesRequested': 110, 'WhPerMile': 261, 'minutesAvailable': 301, 'modifiedAt': 'Mon, 10 Jun 2019 14:09:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 19:10:18 GMT', 'kWhRequested': 28.71}]",000000710,2_39_139_28_2019-06-10 14:09:17.550782,2-39-139-28,CA-303,0002,0039,"Mon, 10 Jun 2019 14:09:18 GMT","Tue, 11 Jun 2019 00:37:50 GMT",17.745,"Mon, 10 Jun 2019 16:57:01 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0c,"[{'userID': 1746, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 66, 'modifiedAt': 'Mon, 10 Jun 2019 14:17:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 15:23:02 GMT', 'kWhRequested': 12.0}, {'userID': 1746, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 66, 'modifiedAt': 'Mon, 10 Jun 2019 16:09:09 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 15:23:02 GMT', 'kWhRequested': 12.0}]",000001746,2_39_78_365_2019-06-10 14:17:02.131975,2-39-78-365,CA-321,0002,0039,"Mon, 10 Jun 2019 14:17:02 GMT","Mon, 10 Jun 2019 16:09:38 GMT",3.805,"Mon, 10 Jun 2019 15:48:13 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0d,"[{'userID': 712, 'milesRequested': 50, 'WhPerMile': 600, 'minutesAvailable': 455, 'modifiedAt': 'Mon, 10 Jun 2019 15:35:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 23:10:30 GMT', 'kWhRequested': 30.0}]",000000712,2_39_131_30_2019-06-10 15:35:29.553217,2-39-131-30,CA-305,0002,0039,"Mon, 10 Jun 2019 15:35:30 GMT","Tue, 11 Jun 2019 00:36:24 GMT",16.008,"Mon, 10 Jun 2019 20:21:50 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0e,,,2_39_79_382_2019-06-10 15:37:57.311736,2-39-79-382,CA-491,0002,0039,"Mon, 10 Jun 2019 15:37:57 GMT","Wed, 12 Jun 2019 17:07:39 GMT",0.896,"Wed, 12 Jun 2019 00:20:51 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd0f,"[{'userID': 632, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 252, 'modifiedAt': 'Mon, 10 Jun 2019 15:45:20 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 19:57:07 GMT', 'kWhRequested': 16.0}]",000000632,2_39_79_383_2019-06-10 15:45:07.399558,2-39-79-383,CA-492,0002,0039,"Mon, 10 Jun 2019 15:45:07 GMT","Tue, 11 Jun 2019 01:20:20 GMT",15.882,"Mon, 10 Jun 2019 20:33:22 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd10,"[{'userID': 1104, 'milesRequested': 120, 'WhPerMile': 250, 'minutesAvailable': 383, 'modifiedAt': 'Mon, 10 Jun 2019 15:50:16 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 22:12:58 GMT', 'kWhRequested': 30.0}]",000001104,2_39_79_380_2019-06-10 15:49:58.145214,2-39-79-380,CA-489,0002,0039,"Mon, 10 Jun 2019 15:49:58 GMT","Tue, 11 Jun 2019 00:49:47 GMT",16.79,"Mon, 10 Jun 2019 19:11:08 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd11,"[{'userID': 1957, 'milesRequested': 70, 'WhPerMile': 400, 'minutesAvailable': 453, 'modifiedAt': 'Mon, 10 Jun 2019 15:53:06 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 23:25:50 GMT', 'kWhRequested': 28.0}]",000001957,2_39_91_441_2019-06-10 15:52:50.211961,2-39-91-441,CA-499,0002,0039,"Mon, 10 Jun 2019 15:52:50 GMT","Tue, 11 Jun 2019 01:01:04 GMT",21.124,"Mon, 10 Jun 2019 19:05:00 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd12,"[{'userID': 562, 'milesRequested': 20, 'WhPerMile': 350, 'minutesAvailable': 211, 'modifiedAt': 'Mon, 10 Jun 2019 15:55:21 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 19:25:32 GMT', 'kWhRequested': 7.0}]",000000562,2_39_130_31_2019-06-10 15:54:31.570338,2-39-130-31,CA-306,0002,0039,"Mon, 10 Jun 2019 15:54:32 GMT","Tue, 11 Jun 2019 01:16:32 GMT",4.589,"Mon, 10 Jun 2019 17:27:19 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd13,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 480, 'modifiedAt': 'Mon, 10 Jun 2019 16:12:07 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 11 Jun 2019 00:11:31 GMT', 'kWhRequested': 8.0}]",000000743,2_39_89_25_2019-06-10 16:11:30.872686,2-39-89-25,CA-315,0002,0039,"Mon, 10 Jun 2019 16:11:31 GMT","Mon, 10 Jun 2019 23:43:19 GMT",3.786,"Mon, 10 Jun 2019 17:29:00 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd14,,,2_39_123_23_2019-06-10 16:14:17.351393,2-39-123-23,CA-313,0002,0039,"Mon, 10 Jun 2019 16:14:17 GMT","Mon, 10 Jun 2019 22:42:27 GMT",0.88,"Mon, 10 Jun 2019 16:45:17 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd15,"[{'userID': 324, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 154, 'modifiedAt': 'Mon, 10 Jun 2019 16:30:18 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 19:04:12 GMT', 'kWhRequested': 12.0}]",000000324,2_39_124_22_2019-06-10 16:30:12.159777,2-39-124-22,CA-312,0002,0039,"Mon, 10 Jun 2019 16:30:12 GMT","Tue, 11 Jun 2019 03:15:41 GMT",1.56,"Mon, 10 Jun 2019 17:19:43 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd16,,,2_39_79_381_2019-06-10 16:52:30.651410,2-39-79-381,CA-490,0002,0039,"Mon, 10 Jun 2019 16:52:31 GMT","Tue, 11 Jun 2019 00:58:51 GMT",1.815,"Tue, 11 Jun 2019 00:39:20 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd17,"[{'userID': 69, 'milesRequested': 100, 'WhPerMile': 300, 'minutesAvailable': 255, 'modifiedAt': 'Mon, 10 Jun 2019 16:55:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 21:10:33 GMT', 'kWhRequested': 30.0}]",000000069,2_39_89_439_2019-06-10 16:55:32.724032,2-39-89-439,CA-501,0002,0039,"Mon, 10 Jun 2019 16:55:33 GMT","Tue, 11 Jun 2019 00:34:51 GMT",12.761,"Mon, 10 Jun 2019 19:01:34 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd18,,,2_39_79_378_2019-06-10 17:01:54.580732,2-39-79-378,CA-326,0002,0039,"Mon, 10 Jun 2019 17:01:55 GMT","Tue, 11 Jun 2019 00:20:22 GMT",0.901,"Tue, 11 Jun 2019 00:13:13 GMT",America/Los_Angeles
5d140e24f9af8b71c9e4cd19,"[{'userID': 2170, 'milesRequested': 40, 'WhPerMile': 600, 'minutesAvailable': 191, 'modifiedAt': 'Mon, 10 Jun 2019 17:02:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 10 Jun 2019 20:13:37 GMT', 'kWhRequested': 24.0}]",000002170,2_39_78_365_2019-06-10 17:02:36.532649,2-39-78-365,CA-321,0002,0039,"Mon, 10 Jun 2019 17:02:37 GMT","Tue, 11 Jun 2019 01:09:54 GMT",3.184,"Mon, 10 Jun 2019 23:20:31 GMT",America/Los_Angeles
